,year,ethnicity,age,population
563,1958,Total Male Indians,65 - 69 Years,500
564,1958,Total Male Indians,70 - 74 Years,na
565,1958,Total Male Indians,75 - 79 Years,na
566,1958,Total Male Indians,80 - 84 Years,na
567,1958,Total Male Indians,65 Years & Over,900
568,1958,Total Male Indians,70 Years & Over,400
569,1958,Total Male Indians,75 Years & Over,na
570,1958,Total Male Indians,80 Years & Over,na
571,1958,Total Male Indians,85 Years & Over,na
572,1958,Total Female Indians,0  -  4 Years,10600
573,1958,Total Female Indians,5  -  9 Years,7800
574,1958,Total Female Indians,10 - 14 Years,4400
575,1958,Total Female Indians,15 - 19 Years,3100
576,1958,Total Female Indians,20 - 24 Years,4000
577,1958,Total Female Indians,25 - 29 Years,3900
578,1958,Total Female Indians,30 - 34 Years,2600
579,1958,Total Female Indians,35 - 39 Years,2100
580,1958,Total Female Indians,40 - 44 Years,1400
581,1958,Total Female Indians,45 - 49 Years,900
582,1958,Total Female Indians,50 - 54 Years,600
583,1958,Total Female Indians,55 - 59 Years,400
584,1958,Total Female Indians,60 - 64 Years,200
585,1958,Total Female Indians,65 - 69 Years,100
586,1958,Total Female Indians,70 - 74 Years,na
587,1958,Total Female Indians,75 - 79 Years,na
588,1958,Total Female Indians,80 - 84 Years,na
589,1958,Total Female Indians,65 Years & Over,200
590,1958,Total Female Indians,70 Years & Over,100
591,1958,Total Female Indians,75 Years & Over,na
592,1958,Total Female Indians,80 Years & Over,na
593,1958,Total Female Indians,85 Years & Over,na
594,1958,Other Ethnic Groups (Total),0  -  4 Years,4200
595,1958,Other Ethnic Groups (Total),5  -  9 Years,3700
596,1958,Other Ethnic Groups (Total),10 - 14 Years,2200
597,1958,Other Ethnic Groups (Total),15 - 19 Years,1900
598,1958,Other Ethnic Groups (Total),20 - 24 Years,2000
599,1958,Other Ethnic Groups (Total),25 - 29 Years,2500
600,1958,Other Ethnic Groups (Total),30 - 34 Years,2900
601,1958,Other Ethnic Groups (Total),35 - 39 Years,2400
602,1958,Other Ethnic Groups (Total),40 - 44 Years,1900
603,1958,Other Ethnic Groups (Total),45 - 49 Years,1400
604,1958,Other Ethnic Groups (Total),50 - 54 Years,1300
605,1958,Other Ethnic Groups (Total),55 - 59 Years,1000
606,1958,Other Ethnic Groups (Total),60 - 64 Years,600
607,1958,Other Ethnic Groups (Total),65 - 69 Years,400
608,1958,Other Ethnic Groups (Total),70 - 74 Years,na
609,1958,Other Ethnic Groups (Total),75 - 79 Years,na
610,1958,Other Ethnic Groups (Total),80 - 84 Years,na
611,1958,Other Ethnic Groups (Total),65 Years & Over,1000
612,1958,Other Ethnic Groups (Total),70 Years & Over,600
613,1958,Other Ethnic Groups (Total),75 Years & Over,na
614,1958,Other Ethnic Groups (Total),80 Years & Over,na
615,1958,Other Ethnic Groups (Total),85 Years & Over,na
616,1958,Other Ethnic Groups (Males),0  -  4 Years,2200
617,1958,Other Ethnic Groups (Males),5  -  9 Years,2000
618,1958,Other Ethnic Groups (Males),10 - 14 Years,1100
619,1958,Other Ethnic Groups (Males),15 - 19 Years,900
620,1958,Other Ethnic Groups (Males),20 - 24 Years,900
621,1958,Other Ethnic Groups (Males),25 - 29 Years,1300
622,1958,Other Ethnic Groups (Males),30 - 34 Years,1500
623,1958,Other Ethnic Groups (Males),35 - 39 Years,1200
624,1958,Other Ethnic Groups (Males),40 - 44 Years,1000
625,1958,Other Ethnic Groups (Males),45 - 49 Years,600
626,1958,Other Ethnic Groups (Males),50 - 54 Years,700
627,1958,Other Ethnic Groups (Males),55 - 59 Years,500
628,1958,Other Ethnic Groups (Males),60 - 64 Years,300
629,1958,Other Ethnic Groups (Males),65 - 69 Years,100
630,1958,Other Ethnic Groups (Males),70 - 74 Years,na
631,1958,Other Ethnic Groups (Males),75 - 79 Years,na
632,1958,Other Ethnic Groups (Males),80 - 84 Years,na
633,1958,Other Ethnic Groups (Males),65 Years & Over,300
634,1958,Other Ethnic Groups (Males),70 Years & Over,200
635,1958,Other Ethnic Groups (Males),75 Years & Over,na
636,1958,Other Ethnic Groups (Males),80 Years & Over,na
637,1958,Other Ethnic Groups (Males),85 Years & Over,na
638,1958,Other Ethnic Groups (Females),0  -  4 Years,2000
639,1958,Other Ethnic Groups (Females),5  -  9 Years,1700
640,1958,Other Ethnic Groups (Females),10 - 14 Years,1100
641,1958,Other Ethnic Groups (Females),15 - 19 Years,1000
642,1958,Other Ethnic Groups (Females),20 - 24 Years,1100
643,1958,Other Ethnic Groups (Females),25 - 29 Years,1200
644,1958,Other Ethnic Groups (Females),30 - 34 Years,1400
645,1958,Other Ethnic Groups (Females),35 - 39 Years,1200
646,1958,Other Ethnic Groups (Females),40 - 44 Years,900
647,1958,Other Ethnic Groups (Females),45 - 49 Years,800
648,1958,Other Ethnic Groups (Females),50 - 54 Years,600
649,1958,Other Ethnic Groups (Females),55 - 59 Years,500
650,1958,Other Ethnic Groups (Females),60 - 64 Years,300
651,1958,Other Ethnic Groups (Females),65 - 69 Years,300
652,1958,Other Ethnic Groups (Females),70 - 74 Years,na
653,1958,Other Ethnic Groups (Females),75 - 79 Years,na
654,1958,Other Ethnic Groups (Females),80 - 84 Years,na
655,1958,Other Ethnic Groups (Females),65 Years & Over,700
656,1958,Other Ethnic Groups (Females),70 Years & Over,400
657,1958,Other Ethnic Groups (Females),75 Years & Over,na
658,1958,Other Ethnic Groups (Females),80 Years & Over,na
659,1958,Other Ethnic Groups (Females),85 Years & Over,na
660,1959,Total Residents,0  -  4 Years,288800
661,1959,Total Residents,5  -  9 Years,241000
662,1959,Total Residents,10 - 14 Years,175700
663,1959,Total Residents,15 - 19 Years,131500
664,1959,Total Residents,20 - 24 Years,133100
665,1959,Total Residents,25 - 29 Years,115100
666,1959,Total Residents,30 - 34 Years,102100
667,1959,Total Residents,35 - 39 Years,85200
668,1959,Total Residents,40 - 44 Years,79100
669,1959,Total Residents,45 - 49 Years,72400
670,1959,Total Residents,50 - 54 Years,57300
671,1959,Total Residents,55 - 59 Years,42900
672,1959,Total Residents,60 - 64 Years,27300
673,1959,Total Residents,65 - 69 Years,17800
674,1959,Total Residents,70 - 74 Years,na
675,1959,Total Residents,75 - 79 Years,na
676,1959,Total Residents,80 - 84 Years,na
677,1959,Total Residents,65 Years & Over,35700
678,1959,Total Residents,70 Years & Over,17900
679,1959,Total Residents,75 Years & Over,na
680,1959,Total Residents,80 Years & Over,na
681,1959,Total Residents,85 Years & Over,na
682,1959,Total Male Residents,0  -  4 Years,148000
683,1959,Total Male Residents,5  -  9 Years,123800
684,1959,Total Male Residents,10 - 14 Years,90700
685,1959,Total Male Residents,15 - 19 Years,68400
686,1959,Total Male Residents,20 - 24 Years,67700
687,1959,Total Male Residents,25 - 29 Years,60400
688,1959,Total Male Residents,30 - 34 Years,56100
689,1959,Total Male Residents,35 - 39 Years,47100
690,1959,Total Male Residents,40 - 44 Years,44300
691,1959,Total Male Residents,45 - 49 Years,40600
692,1959,Total Male Residents,50 - 54 Years,31700
693,1959,Total Male Residents,55 - 59 Years,24000
694,1959,Total Male Residents,60 - 64 Years,13700
695,1959,Total Male Residents,65 - 69 Years,8000
696,1959,Total Male Residents,70 - 74 Years,na
697,1959,Total Male Residents,75 - 79 Years,na
698,1959,Total Male Residents,80 - 84 Years,na
699,1959,Total Male Residents,65 Years & Over,14300
700,1959,Total Male Residents,70 Years & Over,6300
701,1959,Total Male Residents,75 Years & Over,na
702,1959,Total Male Residents,80 Years & Over,na
703,1959,Total Male Residents,85 Years & Over,na
704,1959,Total Female Residents,0  -  4 Years,140800
705,1959,Total Female Residents,5  -  9 Years,117200
706,1959,Total Female Residents,10 - 14 Years,85000
707,1959,Total Female Residents,15 - 19 Years,63100
708,1959,Total Female Residents,20 - 24 Years,65400
709,1959,Total Female Residents,25 - 29 Years,54700
710,1959,Total Female Residents,30 - 34 Years,46000
711,1959,Total Female Residents,35 - 39 Years,38100
712,1959,Total Female Residents,40 - 44 Years,34800
713,1959,Total Female Residents,45 - 49 Years,31800
714,1959,Total Female Residents,50 - 54 Years,25600
715,1959,Total Female Residents,55 - 59 Years,18900
716,1959,Total Female Residents,60 - 64 Years,13600
717,1959,Total Female Residents,65 - 69 Years,9800
718,1959,Total Female Residents,70 - 74 Years,na
719,1959,Total Female Residents,75 - 79 Years,na
720,1959,Total Female Residents,80 - 84 Years,na
721,1959,Total Female Residents,65 Years & Over,21400
722,1959,Total Female Residents,70 Years & Over,11600
723,1959,Total Female Residents,75 Years & Over,na
724,1959,Total Female Residents,80 Years & Over,na
725,1959,Total Female Residents,85 Years & Over,na
726,1959,Total Malays,0  -  4 Years,46600
727,1959,Total Malays,5  -  9 Years,35600
728,1959,Total Malays,10 - 14 Years,22300
729,1959,Total Malays,15 - 19 Years,15100
730,1959,Total Malays,20 - 24 Years,22400
731,1959,Total Malays,25 - 29 Years,18800
732,1959,Total Malays,30 - 34 Years,16900
733,1959,Total Malays,35 - 39 Years,12600
734,1959,Total Malays,40 - 44 Years,9600
735,1959,Total Malays,45 - 49 Years,6500
736,1959,Total Malays,50 - 54 Years,5300
737,1959,Total Malays,55 - 59 Years,3600
738,1959,Total Malays,60 - 64 Years,2500
739,1959,Total Malays,65 - 69 Years,1100
740,1959,Total Malays,70 - 74 Years,na
741,1959,Total Malays,75 - 79 Years,na
742,1959,Total Malays,80 - 84 Years,na
743,1959,Total Malays,65 Years & Over,2900
744,1959,Total Malays,70 Years & Over,1800
745,1959,Total Malays,75 Years & Over,na
746,1959,Total Malays,80 Years & Over,na
747,1959,Total Malays,85 Years & Over,na
748,1959,Total Male Malays,0  -  4 Years,23600
749,1959,Total Male Malays,5  -  9 Years,17700
750,1959,Total Male Malays,10 - 14 Years,11200
751,1959,Total Male Malays,15 - 19 Years,7200
752,1959,Total Male Malays,20 - 24 Years,11300
753,1959,Total Male Malays,25 - 29 Years,10000
754,1959,Total Male Malays,30 - 34 Years,9600
755,1959,Total Male Malays,35 - 39 Years,7500
756,1959,Total Male Malays,40 - 44 Years,5600
757,1959,Total Male Malays,45 - 49 Years,3700
758,1959,Total Male Malays,50 - 54 Years,2900
759,1959,Total Male Malays,55 - 59 Years,2200
760,1959,Total Male Malays,60 - 64 Years,1300
761,1959,Total Male Malays,65 - 69 Years,600
762,1959,Total Male Malays,70 - 74 Years,na
763,1959,Total Male Malays,75 - 79 Years,na
764,1959,Total Male Malays,80 - 84 Years,na
765,1959,Total Male Malays,65 Years & Over,1400
766,1959,Total Male Malays,70 Years & Over,800
767,1959,Total Male Malays,75 Years & Over,na
768,1959,Total Male Malays,80 Years & Over,na
769,1959,Total Male Malays,85 Years & Over,na
770,1959,Total Female Malays,0  -  4 Years,23000
771,1959,Total Female Malays,5  -  9 Years,17900
772,1959,Total Female Malays,10 - 14 Years,11100
773,1959,Total Female Malays,15 - 19 Years,7900
774,1959,Total Female Malays,20 - 24 Years,11100
775,1959,Total Female Malays,25 - 29 Years,8800
776,1959,Total Female Malays,30 - 34 Years,7300
777,1959,Total Female Malays,35 - 39 Years,5100
778,1959,Total Female Malays,40 - 44 Years,4000
779,1959,Total Female Malays,45 - 49 Years,2800
780,1959,Total Female Malays,50 - 54 Years,2400
781,1959,Total Female Malays,55 - 59 Years,1400
782,1959,Total Female Malays,60 - 64 Years,1200
783,1959,Total Female Malays,65 - 69 Years,500
784,1959,Total Female Malays,70 - 74 Years,na
785,1959,Total Female Malays,75 - 79 Years,na
786,1959,Total Female Malays,80 - 84 Years,na
787,1959,Total Female Malays,65 Years & Over,1500
788,1959,Total Female Malays,70 Years & Over,1000
789,1959,Total Female Malays,75 Years & Over,na
790,1959,Total Female Malays,80 Years & Over,na
791,1959,Total Female Malays,85 Years & Over,na
792,1959,Total Chinese,0  -  4 Years,216300
793,1959,Total Chinese,5  -  9 Years,185600
794,1959,Total Chinese,10 - 14 Years,140400
795,1959,Total Chinese,15 - 19 Years,107300
796,1959,Total Chinese,20 - 24 Years,99400
797,1959,Total Chinese,25 - 29 Years,80700
798,1959,Total Chinese,30 - 34 Years,68700
799,1959,Total Chinese,35 - 39 Years,57800
800,1959,Total Chinese,40 - 44 Years,57200
801,1959,Total Chinese,45 - 49 Years,57300
802,1959,Total Chinese,50 - 54 Years,45800
803,1959,Total Chinese,55 - 59 Years,35000
804,1959,Total Chinese,60 - 64 Years,22800
805,1959,Total Chinese,65 - 69 Years,15600
806,1959,Total Chinese,70 - 74 Years,na
807,1959,Total Chinese,75 - 79 Years,na
808,1959,Total Chinese,80 - 84 Years,na
809,1959,Total Chinese,65 Years & Over,30600
810,1959,Total Chinese,70 Years & Over,15000
811,1959,Total Chinese,75 Years & Over,na
812,1959,Total Chinese,80 Years & Over,na
813,1959,Total Chinese,85 Years & Over,na
814,1959,Total Male Chinese,0  -  4 Years,111500
815,1959,Total Male Chinese,5  -  9 Years,96200
816,1959,Total Male Chinese,10 - 14 Years,72900
817,1959,Total Male Chinese,15 - 19 Years,55800
818,1959,Total Male Chinese,20 - 24 Years,50200
819,1959,Total Male Chinese,25 - 29 Years,39800
820,1959,Total Male Chinese,30 - 34 Years,34300
821,1959,Total Male Chinese,35 - 39 Years,28200
822,1959,Total Male Chinese,40 - 44 Years,28800
823,1959,Total Male Chinese,45 - 49 Years,30000
824,1959,Total Male Chinese,50 - 54 Years,23900
825,1959,Total Male Chinese,55 - 59 Years,18400
826,1959,Total Male Chinese,60 - 64 Years,11000
827,1959,Total Male Chinese,65 - 69 Years,6700
828,1959,Total Male Chinese,70 - 74 Years,na
829,1959,Total Male Chinese,75 - 79 Years,na
830,1959,Total Male Chinese,80 - 84 Years,na
831,1959,Total Male Chinese,65 Years & Over,11600
832,1959,Total Male Chinese,70 Years & Over,4900
833,1959,Total Male Chinese,75 Years & Over,na
834,1959,Total Male Chinese,80 Years & Over,na
835,1959,Total Male Chinese,85 Years & Over,na
836,1959,Total Female Chinese,0  -  4 Years,104800
837,1959,Total Female Chinese,5  -  9 Years,89400
838,1959,Total Female Chinese,10 - 14 Years,67500
839,1959,Total Female Chinese,15 - 19 Years,51500
840,1959,Total Female Chinese,20 - 24 Years,49200
841,1959,Total Female Chinese,25 - 29 Years,40900
842,1959,Total Female Chinese,30 - 34 Years,34400
843,1959,Total Female Chinese,35 - 39 Years,29600
844,1959,Total Female Chinese,40 - 44 Years,28400
845,1959,Total Female Chinese,45 - 49 Years,27300
846,1959,Total Female Chinese,50 - 54 Years,21900
847,1959,Total Female Chinese,55 - 59 Years,16600
848,1959,Total Female Chinese,60 - 64 Years,11800
849,1959,Total Female Chinese,65 - 69 Years,8900
850,1959,Total Female Chinese,70 - 74 Years,na
851,1959,Total Female Chinese,75 - 79 Years,na
852,1959,Total Female Chinese,80 - 84 Years,na
853,1959,Total Female Chinese,65 Years & Over,19000
854,1959,Total Female Chinese,70 Years & Over,10100
855,1959,Total Female Chinese,75 Years & Over,na
856,1959,Total Female Chinese,80 Years & Over,na
857,1959,Total Female Chinese,85 Years & Over,na
858,1959,Total Indians,0  -  4 Years,21700
859,1959,Total Indians,5  -  9 Years,16000
860,1959,Total Indians,10 - 14 Years,10500
861,1959,Total Indians,15 - 19 Years,7500
862,1959,Total Indians,20 - 24 Years,9200
863,1959,Total Indians,25 - 29 Years,13100
864,1959,Total Indians,30 - 34 Years,13600
865,1959,Total Indians,35 - 39 Years,12100
866,1959,Total Indians,40 - 44 Years,10400
867,1959,Total Indians,45 - 49 Years,7100
868,1959,Total Indians,50 - 54 Years,4800
869,1959,Total Indians,55 - 59 Years,3200
870,1959,Total Indians,60 - 64 Years,1400
871,1959,Total Indians,65 - 69 Years,700
872,1959,Total Indians,70 - 74 Years,na
873,1959,Total Indians,75 - 79 Years,na
874,1959,Total Indians,80 - 84 Years,na
875,1959,Total Indians,65 Years & Over,1200
876,1959,Total Indians,70 Years & Over,500
877,1959,Total Indians,75 Years & Over,na
878,1959,Total Indians,80 Years & Over,na
879,1959,Total Indians,85 Years & Over,na
880,1959,Total Male Indians,0  -  4 Years,10800
881,1959,Total Male Indians,5  -  9 Years,7900
882,1959,Total Male Indians,10 - 14 Years,5400
883,1959,Total Male Indians,15 - 19 Years,4600
884,1959,Total Male Indians,20 - 24 Years,5300
885,1959,Total Male Indians,25 - 29 Years,9300
886,1959,Total Male Indians,30 - 34 Years,10700
887,1959,Total Male Indians,35 - 39 Years,10000
888,1959,Total Male Indians,40 - 44 Years,8900
889,1959,Total Male Indians,45 - 49 Years,6200
890,1959,Total Male Indians,50 - 54 Years,4200
891,1959,Total Male Indians,55 - 59 Years,2800
892,1959,Total Male Indians,60 - 64 Years,1100
893,1959,Total Male Indians,65 - 69 Years,500
894,1959,Total Male Indians,70 - 74 Years,na
895,1959,Total Male Indians,75 - 79 Years,na
896,1959,Total Male Indians,80 - 84 Years,na
897,1959,Total Male Indians,65 Years & Over,900
898,1959,Total Male Indians,70 Years & Over,400
899,1959,Total Male Indians,75 Years & Over,na
900,1959,Total Male Indians,80 Years & Over,na
901,1959,Total Male Indians,85 Years & Over,na
902,1959,Total Female Indians,0  -  4 Years,10900
903,1959,Total Female Indians,5  -  9 Years,8100
904,1959,Total Female Indians,10 - 14 Years,5100
905,1959,Total Female Indians,15 - 19 Years,2900
906,1959,Total Female Indians,20 - 24 Years,3900
907,1959,Total Female Indians,25 - 29 Years,3800
908,1959,Total Female Indians,30 - 34 Years,2900
909,1959,Total Female Indians,35 - 39 Years,2100
910,1959,Total Female Indians,40 - 44 Years,1500
911,1959,Total Female Indians,45 - 49 Years,900
912,1959,Total Female Indians,50 - 54 Years,600
913,1959,Total Female Indians,55 - 59 Years,400
914,1959,Total Female Indians,60 - 64 Years,300
915,1959,Total Female Indians,65 - 69 Years,200
916,1959,Total Female Indians,70 - 74 Years,na
917,1959,Total Female Indians,75 - 79 Years,na
918,1959,Total Female Indians,80 - 84 Years,na
919,1959,Total Female Indians,65 Years & Over,300
920,1959,Total Female Indians,70 Years & Over,100
921,1959,Total Female Indians,75 Years & Over,na
922,1959,Total Female Indians,80 Years & Over,na
923,1959,Total Female Indians,85 Years & Over,na
924,1959,Other Ethnic Groups (Total),0  -  4 Years,4200
925,1959,Other Ethnic Groups (Total),5  -  9 Years,3800
926,1959,Other Ethnic Groups (Total),10 - 14 Years,2500
927,1959,Other Ethnic Groups (Total),15 - 19 Years,1600
928,1959,Other Ethnic Groups (Total),20 - 24 Years,2100
929,1959,Other Ethnic Groups (Total),25 - 29 Years,2500
930,1959,Other Ethnic Groups (Total),30 - 34 Years,2900
931,1959,Other Ethnic Groups (Total),35 - 39 Years,2700
932,1959,Other Ethnic Groups (Total),40 - 44 Years,1900
933,1959,Other Ethnic Groups (Total),45 - 49 Years,1500
934,1959,Other Ethnic Groups (Total),50 - 54 Years,1400
935,1959,Other Ethnic Groups (Total),55 - 59 Years,1100
